observacao;regiao;target;escore
obs2688;NORDESTE;0.0;0.8773
obs1828;SUL;0.0;0.9997
obs2756;NORDESTE;0.0;0.982
obs7018;NORDESTE;1.0;0.7799
obs3806;SUL;0.0;0.9715
obs9793;SULDESTE;0.0;0.9955
obs2212;SUL;0.0;0.8661
obs2548;CENTRO-OESTE;0.0;0.999
obs3662;SULDESTE;0.0;0.9579
obs7775;CENTRO-OESTE;0.0;0.9775
obs2002;SULDESTE;0.0;0.9924
obs6524;SUL;0.0;0.9895
obs3758;NORTE;0.0;0.9876
obs4080;SULDESTE;0.0;0.9916
obs4636;SUL;0.0;0.999
obs789;SULDESTE;0.0;0.9457
obs6740;SULDESTE;0.0;0.9735
obs5040;SULDESTE;0.0;0.9363
obs4990;SUL;0.0;0.9962
obs2558;SUL;0.0;0.8603
obs7558;SULDESTE;0.0;0.9994
obs7848;SULDESTE;0.0;0.9917
obs3903;CENTRO-OESTE;0.0;0.9671
obs8927;SULDESTE;0.0;0.9805
obs3418;SULDESTE;0.0;0.9988
obs641;NORDESTE;0.0;0.9962
obs3874;SULDESTE;0.0;0.9813
obs4720;CENTRO-OESTE;0.0;0.9957
obs2901;NORTE;0.0;0.9797
obs1335;SUL;0.0;0.9378
obs6742;SULDESTE;0.0;0.9998
obs328;SUL;0.0;0.9845
obs7356;SUL;0.0;0.993
obs6713;NORDESTE;0.0;0.9645
obs215;SULDESTE;0.0;0.9911
obs6871;SULDESTE;0.0;0.995
obs6199;SULDESTE;0.0;0.9999
obs5707;NORTE;0.0;0.9751
obs2592;NORDESTE;0.0;0.9925
obs8032;SULDESTE;0.0;0.9939
obs8112;NORDESTE;0.0;0.8848
obs3724;SUL;0.0;0.896
obs5627;SULDESTE;0.0;0.998
obs6845;NORTE;0.0;0.9795
obs4751;NORDESTE;0.0;0.9989
obs8270;NORTE;0.0;0.9954
obs4019;SUL;0.0;0.9945
obs9256;CENTRO-OESTE;0.0;0.9976
obs9637;CENTRO-OESTE;0.0;0.9984
obs2505;SULDESTE;0.0;0.8911
obs9023;SULDESTE;0.0;0.9998
obs4356;CENTRO-OESTE;0.0;0.998
obs209;SULDESTE;0.0;0.9859
obs3127;SUL;0.0;0.9608
obs3598;CENTRO-OESTE;0.0;0.9897
obs1732;SULDESTE;0.0;0.9927
obs9057;SULDESTE;0.0;0.9817
obs1299;SULDESTE;0.0;0.986
obs8620;NORDESTE;0.0;0.9716
obs3430;SULDESTE;1.0;0.9657
obs1187;CENTRO-OESTE;0.0;0.9849
obs1308;NORDESTE;0.0;0.9977
obs885;CENTRO-OESTE;0.0;0.991
obs7284;SUL;0.0;0.9588
obs5866;SUL;0.0;0.922
obs3645;SUL;0.0;0.9991
obs7035;SULDESTE;0.0;0.9975
obs6125;NORTE;0.0;0.9954
obs3754;SULDESTE;0.0;0.9936
obs2826;NORTE;0.0;0.9462
obs4952;SULDESTE;0.0;0.9418
obs1741;NORTE;0.0;0.9871
obs2532;SUL;0.0;0.9995
obs1516;SULDESTE;0.0;0.9905
obs5142;CENTRO-OESTE;0.0;0.9912
obs3266;NORDESTE;0.0;0.979
obs4260;NORDESTE;0.0;0.9983
obs3355;SUL;0.0;0.9978
obs6545;NORDESTE;0.0;0.9004
obs4973;SUL;0.0;0.9207
obs744;SULDESTE;0.0;0.9999
obs3285;SUL;0.0;0.9996
obs39;NORDESTE;0.0;0.9911
obs8485;NORDESTE;1.0;0.9499
obs6674;NORDESTE;0.0;0.9764
obs7859;NORDESTE;0.0;0.9929
obs1022;NORTE;0.0;0.967
obs948;NORDESTE;0.0;0.8899
obs1370;CENTRO-OESTE;0.0;0.9924
obs8757;SULDESTE;0.0;0.974
obs7870;SUL;0.0;0.9978
obs4482;CENTRO-OESTE;0.0;0.9615
obs4238;NORDESTE;0.0;0.9966
obs392;NORDESTE;0.0;0.9669
obs2971;NORDESTE;0.0;0.9897
obs3962;SULDESTE;0.0;0.9761
obs7007;SULDESTE;0.0;0.9965
obs1518;SUL;0.0;0.9927
obs8272;SULDESTE;0.0;0.9651
obs6408;NORDESTE;0.0;0.9793
obs5800;NORDESTE;0.0;0.9286
obs3296;SUL;0.0;0.9973
obs2744;SULDESTE;0.0;0.9888
obs7155;SULDESTE;1.0;0.9874
obs670;SUL;0.0;0.9788
obs8362;SULDESTE;0.0;0.9902
obs8582;NORDESTE;0.0;0.9987
obs9404;SULDESTE;0.0;0.9991
obs7653;SULDESTE;0.0;0.9925
obs2273;SULDESTE;0.0;0.9964
obs9668;SUL;0.0;0.9657
obs8474;NORTE;0.0;0.9916
obs3423;CENTRO-OESTE;0.0;0.9918
obs7818;SULDESTE;0.0;0.9989
obs9142;NORDESTE;0.0;0.8174
obs4331;SULDESTE;1.0;0.9446
obs6612;SULDESTE;0.0;0.9976
obs6963;SUL;0.0;0.9781
obs2643;CENTRO-OESTE;0.0;0.981
obs6381;SUL;0.0;0.9891
obs6519;NORDESTE;0.0;0.9299
obs8662;NORDESTE;0.0;0.9917
obs8678;SUL;0.0;0.9194
obs7214;SULDESTE;0.0;0.991
obs5792;NORDESTE;0.0;0.9968
obs5934;SULDESTE;0.0;0.9933
obs7912;SULDESTE;0.0;0.9965
obs9485;SULDESTE;0.0;0.9995
obs1117;SUL;0.0;0.9505
obs851;SULDESTE;0.0;0.9605
obs1257;CENTRO-OESTE;0.0;0.9084
obs9569;NORTE;0.0;0.9846
obs8399;NORDESTE;0.0;0.9924
obs6939;SUL;0.0;0.9713
obs1982;SULDESTE;0.0;0.9991
obs4153;CENTRO-OESTE;0.0;0.9989
obs4876;SULDESTE;0.0;0.999
obs6836;SUL;0.0;0.9844
obs5964;SUL;0.0;0.912
obs9134;NORTE;0.0;0.9831
obs819;CENTRO-OESTE;0.0;0.9959
obs1751;SULDESTE;0.0;0.9993
obs2335;SULDESTE;0.0;0.9995
obs5809;NORDESTE;0.0;0.9931
obs9238;NORTE;0.0;0.9994
obs4878;SUL;0.0;0.9904
obs793;SULDESTE;0.0;0.9954
obs9833;SULDESTE;0.0;0.9835
obs5025;SULDESTE;0.0;0.9995
obs9115;SUL;0.0;0.9385
obs3047;SUL;0.0;0.9634
obs8551;SUL;0.0;0.9236
obs7102;NORDESTE;0.0;0.999
obs8267;NORDESTE;0.0;0.9977
obs3704;SUL;0.0;0.9906
obs1258;SUL;0.0;0.9776
obs626;SUL;0.0;0.9991
obs6127;SULDESTE;0.0;0.9984
obs6387;SULDESTE;0.0;0.9996
obs949;CENTRO-OESTE;0.0;0.9844
obs2887;SULDESTE;1.0;0.9523
obs3961;SULDESTE;0.0;0.9988
obs7651;SUL;0.0;0.9931
obs5588;SUL;0.0;0.9969
obs9170;SULDESTE;0.0;0.9945
obs2715;SUL;0.0;0.8927
obs4099;SUL;0.0;0.9796
obs8593;NORDESTE;0.0;0.9858
obs4360;NORTE;0.0;0.967
obs9590;NORDESTE;0.0;0.9762
obs2241;SULDESTE;0.0;0.9664
obs3018;SULDESTE;0.0;0.9998
obs8743;SULDESTE;0.0;0.9982
obs1455;SULDESTE;0.0;0.98
obs4464;SULDESTE;0.0;0.9398
obs5601;SULDESTE;0.0;0.9523
obs1201;NORDESTE;0.0;0.9595
obs126;SULDESTE;0.0;0.9359
obs8067;SULDESTE;0.0;0.9967
obs3513;NORDESTE;0.0;0.9997
obs831;NORDESTE;0.0;0.949
obs1654;SUL;0.0;0.9555
obs7052;SULDESTE;0.0;0.9581
obs7112;SUL;0.0;0.983
obs5921;SULDESTE;0.0;0.9846
obs8538;SUL;0.0;0.969
obs8341;SULDESTE;0.0;0.9641
obs8691;CENTRO-OESTE;0.0;0.9517
obs747;SUL;0.0;0.9932
obs6755;NORDESTE;0.0;0.9996
obs2830;SUL;0.0;0.996
obs2790;NORDESTE;0.0;0.9709
obs2260;SULDESTE;0.0;0.9997
obs1664;SULDESTE;0.0;0.9874
obs4060;SULDESTE;0.0;0.9907
obs6814;SUL;0.0;0.9974
obs3461;SULDESTE;0.0;0.9908
obs5495;SUL;0.0;0.9944
obs3517;NORDESTE;0.0;0.9994
obs3850;SUL;0.0;0.9922
obs2829;SUL;0.0;0.9829
obs436;SUL;0.0;0.9093
obs3732;SUL;0.0;0.9326
obs13;CENTRO-OESTE;0.0;0.9987
obs7622;SULDESTE;0.0;0.9904
obs1212;SULDESTE;0.0;0.9857
obs5936;SULDESTE;0.0;0.9959
obs3316;SULDESTE;0.0;0.8812
obs3571;SUL;0.0;0.9993
obs1571;NORDESTE;0.0;0.9987
obs6485;SULDESTE;0.0;0.9979
obs5837;SULDESTE;0.0;0.9601
obs8387;SULDESTE;0.0;0.9898
obs2772;SULDESTE;0.0;0.988
obs4520;SULDESTE;0.0;0.9719
obs41;SULDESTE;0.0;0.9743
obs3696;SUL;0.0;0.9992
obs394;SUL;0.0;0.9999
obs6187;NORDESTE;0.0;0.9885
obs236;CENTRO-OESTE;0.0;0.9428
obs6573;SUL;0.0;0.9434
obs1884;SUL;0.0;0.9797
obs3305;SULDESTE;0.0;0.9478
obs9513;SUL;0.0;0.9975
obs7403;SULDESTE;0.0;0.969
obs4300;SUL;0.0;0.9752
obs2162;SUL;0.0;0.9991
obs669;SUL;0.0;0.9878
obs3757;SUL;0.0;0.9929
obs4577;SULDESTE;0.0;0.983
obs818;NORDESTE;0.0;0.9958
obs8801;SULDESTE;0.0;0.9529
obs2178;SULDESTE;0.0;0.9925
obs7585;SUL;0.0;0.9985
obs5135;SULDESTE;0.0;0.9863
obs3067;SULDESTE;0.0;0.9951
obs6148;SULDESTE;0.0;0.9968
obs9258;NORDESTE;0.0;0.9044
obs3725;SULDESTE;0.0;0.9992
obs6315;SUL;1.0;0.8003
obs5616;CENTRO-OESTE;0.0;0.9947
obs3424;SUL;0.0;0.9913
obs4463;SUL;0.0;0.9981
obs9279;NORDESTE;0.0;0.9938
obs7205;NORDESTE;0.0;0.9654
obs1840;NORDESTE;0.0;0.9988
obs4458;NORDESTE;0.0;0.9984
obs8311;NORDESTE;0.0;0.9411
obs1503;NORDESTE;0.0;0.9861
obs6432;SULDESTE;1.0;0.9929
obs4639;NORDESTE;0.0;0.9999
obs8013;SUL;0.0;0.9904
obs4651;SULDESTE;0.0;0.9676
obs1470;CENTRO-OESTE;0.0;0.9944
obs306;NORDESTE;0.0;0.9831
obs3909;SULDESTE;0.0;0.9987
obs27;SUL;0.0;0.9627
obs5207;SULDESTE;0.0;0.9998
obs8403;SUL;0.0;0.9967
obs324;NORDESTE;0.0;0.8576
obs3718;CENTRO-OESTE;0.0;0.999
obs5472;SULDESTE;0.0;0.9486
obs3406;CENTRO-OESTE;0.0;0.9945
obs4544;NORDESTE;0.0;0.9991
obs9718;SUL;0.0;0.8096
obs2102;SULDESTE;0.0;0.9987
obs6434;SULDESTE;0.0;0.9997
obs776;CENTRO-OESTE;0.0;0.9944
obs7209;SULDESTE;0.0;0.9446
obs4548;SULDESTE;0.0;0.9994
obs4945;SUL;0.0;0.9887
obs8608;SULDESTE;0.0;0.9824
obs1215;SUL;0.0;0.9772
obs1229;SULDESTE;0.0;0.9795
obs1683;NORDESTE;0.0;0.9203
obs2131;SULDESTE;0.0;0.9994
obs7763;SULDESTE;0.0;0.9685
obs4513;NORDESTE;0.0;0.9971
obs7361;NORDESTE;1.0;0.7909
obs5704;NORTE;0.0;0.9919
obs8018;NORDESTE;0.0;0.9236
obs3609;SULDESTE;0.0;0.9896
obs8589;SULDESTE;0.0;0.9875
obs9146;NORDESTE;0.0;0.9882
obs1467;SULDESTE;0.0;0.9884
obs5317;SULDESTE;0.0;0.9976
obs3225;NORDESTE;0.0;0.9992
obs6352;SULDESTE;0.0;0.9597
obs7266;NORDESTE;0.0;0.9931
obs1001;SUL;0.0;0.9839
obs5289;SULDESTE;0.0;0.9471
obs2938;SUL;0.0;0.9924
obs3138;SUL;0.0;0.9445
obs4424;CENTRO-OESTE;0.0;0.9975
obs9849;NORDESTE;0.0;0.9997
obs902;NORTE;0.0;0.9712
obs660;SUL;0.0;0.9739
obs5767;CENTRO-OESTE;0.0;0.9987
obs2405;SULDESTE;0.0;0.9401
obs4005;NORDESTE;0.0;0.9747
obs3135;SULDESTE;0.0;0.9795
obs2648;SULDESTE;0.0;0.9744
obs636;NORDESTE;0.0;0.9601
obs1987;NORDESTE;0.0;0.9699
obs8583;SULDESTE;0.0;0.9998
obs9489;SUL;0.0;0.9541
obs4768;CENTRO-OESTE;0.0;0.9901
obs1845;SULDESTE;0.0;0.9959
obs739;SULDESTE;0.0;0.9956
obs7828;NORDESTE;0.0;0.9838
obs5144;SULDESTE;0.0;0.9946
obs1990;SULDESTE;0.0;0.9839
obs4379;SULDESTE;0.0;0.9887
obs5223;SULDESTE;0.0;0.9747
obs131;SULDESTE;0.0;0.9944
obs6907;SUL;0.0;0.9292
obs3242;SUL;0.0;0.943
obs1153;SULDESTE;0.0;0.9918
obs7984;NORDESTE;0.0;0.9404
obs4661;SUL;0.0;0.968
obs382;SUL;0.0;0.9816
obs6426;SULDESTE;0.0;0.999
obs2391;SULDESTE;0.0;0.9916
obs7845;SUL;0.0;0.9666
obs6571;CENTRO-OESTE;0.0;0.9001
obs5044;NORTE;0.0;0.9997
obs5106;SULDESTE;0.0;0.9718
obs865;NORDESTE;0.0;0.9957
obs5120;NORDESTE;0.0;0.9174
obs2866;SULDESTE;0.0;0.8899
obs8136;SUL;0.0;0.9786
obs5691;NORDESTE;0.0;0.9607
obs4579;SULDESTE;0.0;0.9995
obs9273;NORDESTE;0.0;0.9634
obs6212;SUL;0.0;0.9546
obs8647;NORDESTE;0.0;0.9746
obs6997;NORDESTE;0.0;0.9975
obs1989;SULDESTE;0.0;0.9865
obs5018;SULDESTE;0.0;0.9811
obs8186;SUL;0.0;0.9871
obs6251;SULDESTE;0.0;0.9962
obs5209;SULDESTE;0.0;0.992
obs544;SULDESTE;0.0;0.9976
obs3918;NORTE;0.0;0.9538
obs9670;SUL;0.0;0.961
obs3035;SUL;0.0;0.9836
obs9216;NORDESTE;0.0;0.7951
obs5852;CENTRO-OESTE;0.0;0.9873
obs6666;SULDESTE;0.0;0.9999
obs7750;SULDESTE;0.0;0.8638
obs5359;SUL;0.0;0.9977
obs7502;SUL;0.0;0.8917
obs3048;NORDESTE;0.0;0.8774
obs2202;SULDESTE;0.0;0.9947
obs4121;CENTRO-OESTE;0.0;0.9895
obs3828;NORDESTE;0.0;0.9984
obs9181;NORDESTE;0.0;0.9279
obs5844;SULDESTE;0.0;0.981
obs7066;SULDESTE;1.0;0.9305
obs471;NORDESTE;0.0;0.974
obs7409;SULDESTE;0.0;0.9754
obs9563;CENTRO-OESTE;0.0;0.9993
obs7229;CENTRO-OESTE;0.0;0.9758
obs2702;NORDESTE;0.0;0.9897
obs4640;SUL;0.0;0.9948
obs4037;SUL;0.0;0.9766
obs4154;SUL;0.0;0.9676
obs3920;SUL;0.0;0.9919
obs3702;NORDESTE;0.0;0.9254
obs947;NORDESTE;0.0;0.9641
obs7294;SULDESTE;0.0;0.9355
obs7734;SULDESTE;0.0;0.998
obs6302;SULDESTE;0.0;0.9996
obs230;SULDESTE;0.0;0.9858
obs9241;CENTRO-OESTE;0.0;0.9969
obs965;SULDESTE;0.0;0.9997
obs7581;SULDESTE;0.0;0.9991
obs1026;SUL;0.0;0.9597
obs8861;SUL;0.0;0.9078
obs8746;NORDESTE;0.0;0.9943
obs5188;SULDESTE;0.0;0.9918
obs3329;CENTRO-OESTE;0.0;0.9613
obs4484;SULDESTE;0.0;0.9995
obs7013;SULDESTE;0.0;0.9943
obs5523;NORDESTE;1.0;0.9788
obs5319;SULDESTE;0.0;0.9292
obs1392;SULDESTE;0.0;0.98
obs3537;SULDESTE;0.0;0.9984
obs4562;NORDESTE;0.0;0.9291
obs1680;SULDESTE;0.0;0.9821
obs4000;SUL;0.0;0.9917
obs9579;SULDESTE;0.0;0.9569
obs8219;SUL;0.0;0.8893
obs8303;SULDESTE;0.0;0.9987
obs9259;SUL;0.0;0.9736
obs4601;NORDESTE;0.0;0.9941
obs649;SULDESTE;0.0;0.9977
obs454;SULDESTE;0.0;0.9935
obs2894;SUL;0.0;0.9998
obs6122;SULDESTE;0.0;0.9998
obs2040;NORDESTE;0.0;0.97
obs2239;SUL;0.0;0.9885
obs3587;SUL;0.0;0.9553
obs6809;SULDESTE;0.0;0.9993
obs1450;SUL;0.0;0.9984
obs4943;NORDESTE;0.0;0.9308
obs6765;SULDESTE;0.0;0.9908
obs3149;SULDESTE;0.0;0.9996
obs7495;SULDESTE;0.0;0.9896
obs8974;SULDESTE;0.0;0.997
obs1485;SUL;0.0;0.9954
obs4467;SUL;0.0;0.9681
obs2285;SULDESTE;0.0;0.9726
obs1165;SUL;0.0;0.8623
obs3172;SUL;0.0;0.9602
obs6950;SUL;0.0;0.8607
obs9551;CENTRO-OESTE;0.0;0.9457
obs3167;SULDESTE;0.0;0.9856
obs3740;NORDESTE;0.0;0.9664
obs5920;NORDESTE;1.0;0.9123
obs6712;SULDESTE;0.0;0.9998
obs9335;SUL;0.0;0.9935
obs2001;NORDESTE;0.0;0.969
obs9385;SULDESTE;0.0;0.9866
obs1497;SULDESTE;0.0;0.9995
obs500;SULDESTE;0.0;0.999
obs2235;NORDESTE;0.0;0.9762
obs2381;SUL;0.0;0.9785
obs5992;SULDESTE;0.0;0.9928
obs5157;SULDESTE;0.0;0.9455
obs7219;NORDESTE;0.0;0.9511
obs4084;SULDESTE;0.0;0.9945
obs5014;SUL;0.0;0.7055
obs6895;NORTE;0.0;0.9887
obs3783;SULDESTE;0.0;0.9914
obs6066;SULDESTE;0.0;0.9993
obs3815;SULDESTE;0.0;0.9931
obs7534;SULDESTE;0.0;0.9997
obs9309;SUL;0.0;0.9976
obs7496;NORTE;0.0;0.9839
obs2097;SULDESTE;0.0;0.9958
obs1403;SULDESTE;0.0;0.9996
obs7803;CENTRO-OESTE;0.0;0.9873
obs4604;NORDESTE;0.0;0.9085
obs1422;SULDESTE;0.0;0.9996
obs1237;NORDESTE;0.0;0.9759
obs5376;SULDESTE;0.0;0.9194
obs5895;SULDESTE;0.0;0.9398
obs4491;SUL;0.0;0.8296
obs2630;NORTE;0.0;0.9815
obs8950;NORTE;0.0;0.9863
obs6585;SULDESTE;0.0;0.9974
obs4616;CENTRO-OESTE;0.0;0.9961
obs7317;CENTRO-OESTE;0.0;0.8644
obs6945;SULDESTE;0.0;0.9888
obs184;SULDESTE;0.0;0.999
obs8180;NORDESTE;0.0;0.9519
obs2666;SULDESTE;0.0;0.9483
obs1207;SUL;0.0;0.9599
obs8148;NORTE;0.0;0.9941
obs9223;SULDESTE;0.0;0.9327
obs7575;SULDESTE;0.0;0.9978
obs1218;SULDESTE;0.0;0.998
obs8539;CENTRO-OESTE;0.0;0.9994
obs3795;CENTRO-OESTE;0.0;0.965
obs9584;SULDESTE;0.0;0.9914
obs3652;SULDESTE;0.0;0.9847
obs4255;SULDESTE;0.0;0.993
obs441;SULDESTE;0.0;0.9991
obs1930;SULDESTE;1.0;0.9398
obs6060;NORDESTE;0.0;0.9531
obs4799;SUL;0.0;0.9968
obs7956;NORDESTE;0.0;0.9983
obs2217;SULDESTE;0.0;0.9997
obs424;NORDESTE;0.0;0.9973
obs2120;SUL;0.0;0.9863
obs5510;CENTRO-OESTE;0.0;0.9987
obs1951;CENTRO-OESTE;0.0;0.9344
obs2366;NORTE;0.0;0.9709
obs7712;SUL;0.0;0.9445
obs7118;SULDESTE;0.0;0.9879
obs6911;CENTRO-OESTE;0.0;0.9963
obs8852;SUL;0.0;0.9997
obs2494;SULDESTE;0.0;0.9726
obs3151;NORDESTE;0.0;0.992
obs4450;SULDESTE;0.0;0.9991
obs7922;NORDESTE;0.0;0.9711
obs8334;SULDESTE;0.0;0.9752
obs967;NORDESTE;0.0;0.9988
obs2967;CENTRO-OESTE;0.0;0.9275
obs5156;SULDESTE;0.0;0.9504
obs6981;CENTRO-OESTE;0.0;0.9361
obs5290;NORTE;0.0;0.9789
obs3414;SULDESTE;0.0;0.9203
obs7727;NORDESTE;0.0;0.9605
obs875;SULDESTE;0.0;0.9682
obs6260;SULDESTE;0.0;0.998
obs824;SUL;0.0;0.9787
obs6101;NORDESTE;0.0;0.9951
obs2234;SULDESTE;0.0;0.9998
obs7185;CENTRO-OESTE;1.0;0.9823
obs7366;NORDESTE;0.0;0.9976
obs6311;SULDESTE;0.0;0.9996
obs3674;NORDESTE;0.0;0.9857
obs5611;NORTE;0.0;0.995
obs1061;SUL;0.0;0.974
obs1262;SUL;0.0;0.9195
obs5538;SULDESTE;0.0;0.9992
obs4215;SUL;0.0;0.9968
obs5260;SULDESTE;0.0;0.9972
obs3011;NORDESTE;0.0;0.6419
obs2324;NORTE;0.0;0.9354
obs2819;NORDESTE;0.0;0.981
obs1818;SULDESTE;0.0;0.9447
obs1764;NORDESTE;1.0;0.8303
obs2287;SULDESTE;0.0;0.9997
obs7444;NORTE;0.0;0.9978
obs2552;CENTRO-OESTE;0.0;0.9844
obs3253;SULDESTE;0.0;0.9649
obs1914;NORDESTE;0.0;0.9754
obs4679;NORTE;0.0;0.9966
obs8024;CENTRO-OESTE;0.0;0.9297
obs4354;SULDESTE;0.0;0.999
obs3794;NORTE;0.0;0.9955
obs8099;SUL;0.0;0.9609
obs9113;SULDESTE;0.0;0.9986
obs3499;SULDESTE;0.0;0.9989
obs8874;NORDESTE;0.0;0.9662
obs6735;NORDESTE;0.0;0.9998
obs3103;NORDESTE;0.0;0.9249
obs6637;NORDESTE;0.0;0.9935
obs9136;SULDESTE;0.0;0.9786
obs495;NORDESTE;0.0;0.9998
obs5431;NORDESTE;0.0;0.9934
obs9182;SUL;0.0;0.8884
obs5566;SULDESTE;0.0;0.9971
obs348;SULDESTE;0.0;0.9305
obs3037;SULDESTE;0.0;0.9993
obs5868;SULDESTE;0.0;0.9956
obs9454;SULDESTE;0.0;0.9916
obs1482;NORDESTE;1.0;0.9558
obs7202;SULDESTE;0.0;0.9764
obs2032;SULDESTE;0.0;0.9993
obs6993;SUL;0.0;0.9955
obs488;NORDESTE;0.0;0.9226
obs3449;NORDESTE;0.0;0.9802
obs8996;SULDESTE;0.0;0.997
obs172;NORDESTE;0.0;0.9668
obs345;SULDESTE;0.0;0.9645
obs8068;NORDESTE;0.0;0.9835
obs5871;SULDESTE;0.0;0.9829
obs1546;NORDESTE;0.0;0.9631
obs7492;SULDESTE;0.0;0.9995
obs2816;SULDESTE;0.0;0.9866
obs7004;SULDESTE;0.0;0.9773
obs357;SULDESTE;0.0;0.9993
obs8207;CENTRO-OESTE;0.0;0.9998
obs3960;NORDESTE;0.0;0.9989
obs451;NORDESTE;0.0;0.9826
obs1863;NORDESTE;0.0;0.974
obs9452;SULDESTE;0.0;0.9934
obs9573;NORTE;0.0;0.9871
obs8451;SUL;0.0;0.9924
obs5430;SUL;0.0;0.9545
obs8388;SULDESTE;0.0;0.9906
obs7796;NORDESTE;0.0;0.984
obs8609;SUL;0.0;0.9987
obs1419;SULDESTE;0.0;0.9938
obs7223;SUL;0.0;0.9987
obs7596;SUL;0.0;0.9989
obs7349;CENTRO-OESTE;0.0;0.9384
obs1756;SUL;0.0;0.8775
obs494;CENTRO-OESTE;0.0;0.9796
obs7881;SULDESTE;0.0;0.9962
obs44;SUL;0.0;0.9688
obs1263;SULDESTE;0.0;0.9846
obs6912;SULDESTE;0.0;0.9927
obs486;SUL;0.0;0.9764
obs8587;NORDESTE;0.0;0.9504
obs1715;NORDESTE;1.0;0.9616
obs8765;SUL;0.0;0.9951
obs1188;NORDESTE;0.0;0.9984
obs1943;CENTRO-OESTE;0.0;0.9887
obs5231;NORDESTE;0.0;0.9967
obs373;NORDESTE;0.0;0.9568
obs4348;CENTRO-OESTE;0.0;0.9976
obs5842;CENTRO-OESTE;0.0;0.9977
obs8396;NORDESTE;0.0;0.9982
obs8505;SULDESTE;0.0;0.9972
obs1760;NORDESTE;0.0;0.9959
obs2836;NORDESTE;0.0;0.983
obs42;SULDESTE;0.0;0.9938
obs5660;SULDESTE;0.0;0.9992
obs9701;CENTRO-OESTE;1.0;0.8059
obs5558;SULDESTE;0.0;0.9703
obs4168;SULDESTE;0.0;0.9884
obs7262;SUL;0.0;0.9971
obs5467;SULDESTE;0.0;0.9982
obs8478;SUL;0.0;0.9999
obs1358;NORDESTE;0.0;0.9965
obs5016;SULDESTE;0.0;0.9529
obs1748;SULDESTE;0.0;0.9998
obs4828;NORDESTE;0.0;0.7075
obs4542;NORTE;0.0;0.9963
obs5740;CENTRO-OESTE;0.0;0.9217
obs7949;NORDESTE;0.0;0.9903
obs1678;SULDESTE;0.0;0.9997
obs5867;SULDESTE;0.0;0.9996
obs5335;SULDESTE;0.0;0.9653
obs5914;NORDESTE;0.0;0.9901
obs5628;SULDESTE;0.0;0.9891
obs6811;NORDESTE;0.0;0.9627
obs1830;SUL;0.0;0.9246
obs7183;SULDESTE;0.0;0.9995
obs7894;SULDESTE;0.0;0.9921
obs836;NORTE;0.0;0.9916
obs3345;SULDESTE;0.0;0.9941
obs14;NORDESTE;0.0;0.931
obs7957;CENTRO-OESTE;0.0;0.9324
obs5862;SULDESTE;0.0;0.9972
obs1313;SULDESTE;0.0;0.9999
obs4505;NORDESTE;0.0;0.8473
obs3179;NORTE;0.0;0.9497
obs4716;SULDESTE;0.0;0.9313
obs3140;SUL;0.0;0.9999
obs3614;SULDESTE;0.0;0.9684
obs7676;SUL;0.0;0.9919
obs6397;CENTRO-OESTE;0.0;0.9864
obs3120;SUL;0.0;0.9552
obs5351;CENTRO-OESTE;0.0;0.9265
obs4350;SULDESTE;0.0;0.9744
obs5639;SUL;1.0;0.922
obs7861;NORTE;0.0;0.9952
obs4316;SULDESTE;0.0;0.9915
obs874;SULDESTE;0.0;0.995
obs3947;NORDESTE;0.0;0.977
obs1553;SULDESTE;0.0;0.9404
obs6613;SUL;1.0;0.7287
obs3856;SUL;0.0;0.963
obs8789;NORTE;1.0;0.9481
obs3989;SULDESTE;0.0;0.9998
obs9349;NORDESTE;1.0;0.6113
obs1035;SUL;0.0;0.9178
obs322;SULDESTE;0.0;0.9909
obs4018;SUL;0.0;0.9148
obs4063;SULDESTE;0.0;0.9997
obs363;NORDESTE;0.0;0.96
obs4976;SUL;0.0;0.9545
obs1449;SULDESTE;0.0;0.9992
obs8100;CENTRO-OESTE;0.0;0.9102
obs4864;SUL;0.0;0.9993
obs850;SULDESTE;0.0;0.9978
obs5881;NORDESTE;1.0;0.8928
obs4471;NORTE;0.0;0.9623
obs6563;NORDESTE;1.0;0.7019
obs2942;SUL;0.0;0.9852
obs8271;SUL;0.0;0.9508
obs2428;SULDESTE;0.0;0.9984
obs4648;SULDESTE;0.0;0.9952
obs339;SUL;0.0;0.9827
obs3317;SULDESTE;0.0;0.9926
obs2348;NORTE;0.0;0.9863
obs9163;NORDESTE;0.0;0.9851
obs5778;SULDESTE;0.0;0.9962
obs5492;SULDESTE;0.0;0.9945
obs1444;SUL;0.0;0.9988
obs8199;SUL;0.0;0.9868
obs3471;NORTE;0.0;0.9994
obs5432;SULDESTE;0.0;0.9995
obs735;SUL;0.0;0.9985
obs3558;SULDESTE;0.0;0.9373
obs372;SUL;0.0;0.983
obs3463;NORDESTE;0.0;0.9232
obs9026;SULDESTE;0.0;0.9916
obs8897;NORDESTE;0.0;0.9921
obs6936;SULDESTE;0.0;0.9998
obs7952;SUL;0.0;0.9772
obs9576;SULDESTE;0.0;0.9508
obs1363;CENTRO-OESTE;0.0;0.9609
obs3252;SULDESTE;0.0;0.9994
obs2041;CENTRO-OESTE;0.0;0.9985
obs8212;NORDESTE;0.0;0.9936
obs1793;SULDESTE;0.0;0.967
obs1617;NORDESTE;0.0;0.9332
obs1203;SULDESTE;0.0;0.9553
